Product_or_Variant,your_own_SKU,Product_SKU_for_Variant,Product_Name,Short_Description,Description,Brand_Name,Whats_in_the_Box,Product_Price,Discount_price,Stock_Qty,Video_Link_URL,Packaged_Width,Packaged_Length,Packaged_Height,Packaged_Weight,Available_Deal,Rating,Comments,Availabilities,Warranty_Type,Warranty_Period,Categories ,Image_URL
,,,,,,,,,,,,,,,,,,,,,,,
